Insumo 1;Insumo 2;Similitud (%)
"(V-1')1.05 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"(V-12)1.00 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";81.48%
"SUMINISTRO E INSTALACION DE PAQUETE DE PURGA DE LINEA DE 1 1/2" (SEGUN DISEÑO)";"SUMINISTRO E INSTALACION DE PAQUETE FINALES DE LINEA DE 1 1/2"  (SEGUN DISEÑO)";81.43%
"PUERTA CORTAFUEGO DE METAL 1.20 m X 3.00 m";"PUERTA CORTAFUEGO DE METAL 2.40 m X 3.00 m";81.40%
"Prensaestopa METALICO CONDUIT EMT 20mm";"Prensaestopa METALICO CONDUIT EMT 35mm";81.40%
"Prensaestopa METALICO CONDUIT EMT 20mm";"Prensaestopa METALICO CONDUIT EMT 65mm";81.40%
"Prensaestopa METALICO CONDUIT EMT 50mm";"Prensaestopa METALICO CONDUIT EMT 65mm";81.40%
"COLGADOR TIPO GOTA  3/4" INCL ACCESORIOS";"COLGADOR TIPO GOTA 1/2" INCL ACCESORIOS";81.40%
"COMPACTADOR VIBR. TIPO PLANCHA 4 HP (servida)";"COMPACTADOR VIBR. TIPO PLANCHA 4 HP";81.40%
"Prensaestopa METALICO CONDUIT EMT 35mm";"Prensaestopa METALICO CONDUIT EMT 40mm";81.40%
"Prensaestopa METALICO CONDUIT EMT 25mm";"Prensaestopa METALICO CONDUIT EMT 50mm";81.40%
"COLGADOR TIPO GOTA  3/4" INCL ACCESORIOS";"COLGADOR TIPO GOTA 1 1/2" INCL ACCESORIOS";81.40%
"COLGADOR TIPO GOTA  3/4" INCL ACCESORIOS";"COLGADOR TIPO GOTA 2 1/2" INCL ACCESORIOS";81.40%
"Prensaestopa METALICO CONDUIT EMT 35mm";"Prensaestopa METALICO CONDUIT EMT 50mm";81.40%
"TORNILLO AUTOROSCANTE PUNTA FINA 6X32mm";"TORNILLO AUTOROSCANTE PUNTA FINA 6X41mm";81.40%
"Prensaestopa METALICO CONDUIT EMT 25mm";"Prensaestopa METALICO CONDUIT EMT 40mm";81.40%
"Prensaestopa METALICO CONDUIT EMT 40mm";"Prensaestopa METALICO CONDUIT EMT 65mm";81.40%
"CODO 1 1/2" x 90º CLASE150 MI 197 ROSCADO FIERRO MALEABLE";"CODO 4" x 90º CLASE150 MI 197 SOLDADO ROSCADO FIERRO MALEABLE";81.36%
"CODO 1/2" x 90º CLASE150 MI 197 ROSCADO FIERRO MALEABLE";"CODO 4" x 90º CLASE150 MI 197 SOLDADO ROSCADO FIERRO MALEABLE";81.36%
"TUBERIA CONDUIT EMT DE 20 mm";"TUBERIA CONDUIT EMT DE 65 mm";81.25%
"CODO DE COBRE SOLDABLE  1 1/2" x 90°";"CODO DE COBRE SOLDABLE  3" x 90°";81.25%
"CODO DE COBRE SOLDABLE  1 1/2" x 90°";"CODO DE COBRE SOLDABLE  4" x 90°";81.25%
"CODO DE COBRE SOLDABLE  1 1/4" x 90°";"CODO DE COBRE SOLDABLE  2" x 90°";81.25%
"CODO DE COBRE SOLDABLE  1 1/4" x 90°";"CODO DE COBRE SOLDABLE  3" x 90°";81.25%
"TUBERIA PVC CP- PESADA  Ø 6"x3M";"TUBERIA PVC CP- PESADA  Ø 6"x5M";81.25%
"CODO DE COBRE SOLDABLE  1 1/4" x 90°";"CODO DE COBRE SOLDABLE 1" x 45°";81.25%
"CODO DE COBRE SOLDABLE  1" x 90°";"CODO DE COBRE SOLDABLE  3/4" x 90°";81.25%
"CODO DE COBRE SOLDABLE  1/2" x 90°";"CODO DE COBRE SOLDABLE  3" x 90°";81.25%
"CODO DE COBRE SOLDABLE  1/2" x 90°";"CODO DE COBRE SOLDABLE  4" x 90°";81.25%
"CODO DE COBRE SOLDABLE  2 1/2" x 90°";"CODO DE COBRE SOLDABLE  3" x 90°";81.25%
"CODO DE COBRE SOLDABLE  2 1/2" x 90°";"CODO DE COBRE SOLDABLE  4" x 90°";81.25%
"TUBERIA CONDUIT EMT DE 50 mm";"TUBERIA CONDUIT EMT DE 65 mm";81.25%
"TUBERIA CONDUIT EMT DE 40 mm";"TUBERIA CONDUIT EMT DE 65 mm";81.25%
"TUBERIA CONDUIT EMT DE 40 mm";"TUBERIA CONDUIT EMT DE 50 mm";81.25%
"TUBERIA CONDUIT EMT DE 25 mm";"TUBERIA CONDUIT EMT DE 65 mm";81.25%
"TUBERIA CONDUIT EMT DE 25 mm";"TUBERIA CONDUIT EMT DE 50 mm";81.25%
"TUBERIA CONDUIT EMT DE 25 mm";"TUBERIA CONDUIT EMT DE 40 mm";81.25%
"TUBERIA CONDUIT EMT DE 20 mm";"TUBERIA CONDUIT EMT DE 50 mm";81.25%
"TUBERIA CONDUIT EMT DE 20 mm";"TUBERIA CONDUIT EMT DE 40 mm";81.25%
"CODO DE COBRE SOLDABLE  2" x 90°";"CODO DE COBRE SOLDABLE  3/4" x 90°";81.25%
"CODO DE COBRE SOLDABLE  3/4" x 90°";"CODO DE COBRE SOLDABLE 3" x 45°";81.25%
"CODO DE COBRE SOLDABLE 1 1/2" x 45°";"CODO DE COBRE SOLDABLE 3" x 45°";81.25%
"CODO DE COBRE SOLDABLE 1/2" X 45°";"CODO DE COBRE SOLDABLE 3" x 45°";81.25%
"Puerta de fierro PF-07  (1.20x3.00)incluye accesorios y pintura";"Puerta de fierro PF-09 (4.00x3.00)  incluye accesorios y pintura";81.25%
"ADAPTADOR DE COBRE TIPO L 1"";"ADAPTADOR DE COBRE TIPO L 3/4"";81.25%
"REJILLAS DE INYECCION CON DAMPER CORTAFUERGO 450*450MM";"REJILLAS DE INYECCION CON DAMPER CORTAFUERGO REJILLAS DE INYECCION CON DAMPER CORTAFUERGO 600*600MM";81.13%
"EEXTRACTOR HELICOCENTRIFUGO 265 CFM, 102W, 220/1/60";"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60";81.13%
"BOLSA DE POLIETILENO 2 µm X 1.00 m X 1.20 m COLOR AZUL";"BOLSA DE POLIETILENO 2 µm X 1.00 m X 1.20 m COLOR ROJO";81.13%
"TANQUE DE HIDROTERAPIA PARA MIEMBROS INFERIORES";"TANQUE DE HIDROTERAPIA PARA MIEMBROS SUPERIORES";81.13%
"SET INSTRUMENTAL DE CIRUGIA MAYOR";"SET INSTRUMENTAL DE CIRUGIA MENOR";81.08%
"INTERRUPTOR TERMOMAGNETICO 4x250 A";"INTERRUPTOR TERMOMAGNETICO 4x40 A";81.08%
"INTERRUPTOR TERMOMAGNETICO 4x250 A";"INTERRUPTOR TERMOMAGNETICO 4x80 A";81.08%
"INTERRUPTOR TERMOMAGNETICO 4x250 A";"INTERRUPTOR TERMOMAGNETICO 4x32 A";81.08%
"marco (V-17)1.10 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"marco (V-18)0.70 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";81.03%
"marco (V-18)0.70 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"(V-11)1.09 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";81.03%
"marco (V-7)2.80 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"(V-13)0.80 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";81.03%
"UNION FLEXIBLE ø 1"";"UNION FLEXIBLE ø 3"";80.95%
"CODO 90° DE COBRE ø 4"";"CODO 90° DE COBRE ø 6"";80.95%
"CAMARA DE VIDEO DIGITAL PANORAMICA 180°";"CAMARA DE VIDEO DIGITAL PANORAMICA 270°";80.95%
"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-2) 3.26x2.40m.";"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-4) 3.18x3.00m.";80.95%
"TEE DE COBRE  ø 2" x 2"";"TEE DE COBRE ø 4"x 4"";80.95%
"P.A. ESPECTROFOTOMETRO";"ESPECTROFOTOMETRO";80.95%
"CABLE FPL 2X14 AWG";"CABLE FPL 2X16 AWG";80.95%
"CABLE FPL 2X14 AWG";"CABLE FPL 2X18 AWG";80.95%
"CABLE FPL 2X16 AWG";"CABLE FPL 2X18 AWG";80.95%
"Puerta cortafuegos (PCF-02) 2.80x2.20m.  incluye accesorios y pintura";"Puerta cortafuegos (PCF-05)1.50x2.20m.  incluye accesorios y pintura";80.88%
"SUMINISTRO E INSTALACION DE PAQUETE DE PURGA DE LINEA DE 1" (SEGUN DISEÑO)";"SUMINISTRO E INSTALACION DE PAQUETE FINALES DE LINEA DE 1"  (SEGUN DISEÑO)";80.88%
"Puerta cortafuegos (PCF-04)2.30x2.20m.  incluye accesorios y pintura";"Puerta cortafuegos (PCF-05)1.50x2.20m.  incluye accesorios y pintura";80.88%
"Puerta cortafuegos (PCF-03) 2.40x2.20m.  incluye accesorios y pintura";"Puerta cortafuegos (PCF-05)1.50x2.20m.  incluye accesorios y pintura";80.88%
"P.A. VENTILADOR MECANICO ADULTO - PEDIATRICO - NEONATAL";"P.A. VENTILADOR MECANICO ADULTO PEDIATRICO";80.85%
"DISPOSITIVO AHUYENTADOR DE AVES POR ULTRASONIDO";"DISPOSITIVO AHUYENTADOR DE ROEDORES POR ULTRASONIDO";80.77%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOX. DE Ø 1 1/2"";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1/2", 1M";80.77%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOX. DE Ø 2 1/2"";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1 1/2", 1M";80.77%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOX. DE Ø 2 1/2"";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1/2", 1M";80.77%
"FILTRO CORRUGADO 16" x 16" x 1"";"FILTRO CORRUGADO 24" x 24" x 1"";80.77%
"Cable Cu N2XOH 1x10 mm2";"Cable Cu N2XOH 1x120 mm2";80.77%
"Cable Cu N2XOH 1x120 mm2";"Cable Cu N2XOH 1x16 mm2";80.77%
"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOX. DE Ø 1 1/2"";"JUNTA FLEXIBLE DE EXPANSION DE ACERO INOXIDABLE 1 1/2", 1M";80.77%
"TUBERIA CEDULA - 40 DE 2 1/2"";"TUBERIA CEDULA - 40 DE 4"";80.77%
"TUBERIA CEDULA - 40 DE 1 1/4"";"TUBERIA CEDULA - 40 DE 6"";80.77%
"TUBERIA CEDULA - 40 DE 1 1/4"";"TUBERIA CEDULA - 40 DE 3"";80.77%
"TUBERIA CEDULA - 40 DE 1 1/2"";"TUBERIA CEDULA - 40 DE 4"";80.77%
"PUNTO DE ACCESO INALAMBRICO - ACCESS POINT WIRELESS";"PUNTO DE ACCESO INALAMBRICO - ACCESS POINT WIRELESS PROVISIONAL";80.77%
"BOLSA DE POLIETILENO 1.5 µm X 90 cm X 1.07 m COLOR NEGRO";"BOLSA DE POLIETILENO 1.5 µm X 90 cm X 1.07 m COLOR ROJO";80.70%
"marco (V-16)3.70 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"(V-12)1.00 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";80.70%
"marco (V-7)2.80 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"(V-12)1.00 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";80.70%
"(V-1')1.05 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"marco (V-7)2.80 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";80.70%
"marco (V-15a)0.40 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"(V-12)1.00 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";80.70%
"Luminaria  de luminaria downlight tipo Led 28 W para emptrar IP 20, IK2.";"Luminaria downlight tipo Led 13 W para empotrar IP 20, IK2";80.65%
"TUBERIA DE COBRE TIPO K ø 2 1/2"";"TUBERIA DE COBRE TIPO L DE 1 1/2"";80.65%
"TUBERIA DE COBRE TIPO K ø 2 1/2"";"TUBERIA DE COBRE TIPO K ø 6"";80.65%
"TUBERIA DE COBRE TIPO K ø 2 1/2"";"TUBERIA DE COBRE TIPO K ø 3"";80.65%
"TUBERIA DE COBRE TIPO K ø 1/2"";"TUBERIA DE COBRE TIPO L DE 1/2"";80.65%
"TUBERIA DE COBRE TIPO K ø 1/2"";"TUBERIA DE COBRE TIPO L DE 1 1/2"";80.65%
"TUBERIA DE COBRE TIPO K ø 3/4"";"TUBERIA DE COBRE TIPO L DE 3/4"";80.65%
"TUBERIA DE COBRE TIPO K ø 1/2"";"TUBERIA DE COBRE TIPO K ø 6"";80.65%
"TUBERIA DE COBRE TIPO K ø 3/4"";"TUBERIA DE COBRE TIPO K ø 6"";80.65%
"TUBERIA DE COBRE TIPO K ø 2 1/2"";"TUBERIA DE COBRE TIPO L DE 1/2"";80.65%
"TUBERIA DE COBRE TIPO K ø 1/2"";"TUBERIA DE COBRE TIPO K ø 3"";80.65%
"CODO DE COBRE SOLDABLE  3" x 90°";"CODO DE COBRE SOLDABLE 3" x 45°";80.65%
"REGLA DE ALUMINIO 1 1/2"X3" X 6M";"REGLA DE ALUMINIO 1" X 4" X 6m";80.65%
"IMPRESORA LASER MULTIFUNCIONAL";"IMPRESORA MULTIFUNCIONAL";80.65%
"CODO DE COBRE SOLDABLE  1" x 90°";"CODO DE COBRE SOLDABLE 1" x 45°";80.65%
"TUBERIA DE COBRE TIPO K ø 1"";"TUBERIA DE COBRE TIPO K ø 3/4"";80.65%
"Puerta de fierro PF-01 (1.50X2.60M) incluye accesorios y pintura";"Puerta de fierro PF-04 (1.50X3.00M) incluye accesorios y pintura";80.60%
"CURVA ELECTRICA PVC SAP Ø 100 MM";"CURVA ELECTRICA PVC SAP Ø 50 MM";80.56%
"CURVA ELECTRICA PVC SAP Ø 100 MM";"CURVA ELECTRICA PVC SAP Ø 20 MM";80.56%
"VALVULA DE BOLA ESFERICA DE BRONCE 3/4"";"VALVULA ESFERICA DE BRONCE DE 1 1/4"";80.56%
"UNION ELECTRICA PVC SAP Ø 100 MM";"UNION ELECTRICA PVC SAP Ø 50 MM";80.56%
"VALVULA DE BOLA ESFERICA DE BRONCE 1 1/2"";"VALVULA ESFERICA DE BRONCE DE 1 1/4"";80.56%
"UNION ELECTRICA PVC SAP Ø 100 MM";"UNION ELECTRICA PVC SAP Ø 80 MM";80.56%
"VALVULA DE BOLA ESFERICA DE BRONCE 1/2"";"VALVULA ESFERICA DE BRONCE DE 1 1/4"";80.56%
"SET INSTRUMENTAL PARA ENDODONCIA";"SET INSTRUMENTAL PARA EXODONCIA";80.56%
"VALVULA DE BOLA ESFERICA DE BRONCE 2 1/2"";"VALVULA ESFERICA DE BRONCE DE 1 1/4"";80.56%
"UNION ELECTRICA PVC SAP Ø 100 MM";"UNION ELECTRICA PVC SAP Ø 20 MM";80.56%
"UNION ELECTRICA PVC SAP Ø 100 MM";"UNION ELECTRICA PVC SAP Ø 25 MM";80.56%
"CURVA ELECTRICA PVC SAP Ø 100 MM";"CURVA ELECTRICA PVC SAP Ø 80 MM";80.56%
"CURVA ELECTRICA PVC SAP Ø 100 MM";"CURVA ELECTRICA PVC SAP Ø 25 MM";80.56%
"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"ESCALERA DE FIBRA DE VIDRIO 12 PASOS";"ESCALERA DE FIBRA DE VIDRIO TIPO TIJERA 12 PASOS";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1048 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1048 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1048 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1048 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1048 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1048 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1048 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"TUBERIA PVC UF ISO 4435 SN2 DN 250mm";"TUBERIA PVC UF ISO 4435 SN2 DN 300mm";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"TUBO DE ACERO NEGRO ASTM A 500 DE 100 X 50 X 2.5MM";"TUBO DE ACERO NEGRO ASTM A 500 DE 50 X 50 X 2MM";80.49%
"TUBO DE ACERO NEGRO ASTM A 500 DE 150 X 50 X 2.5MM";"TUBO DE ACERO NEGRO ASTM A 500 DE 50 X 50 X 2MM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM";80.49%
"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM";"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM";80.49%
"POR PROYECTO DE DEMOLICION DE ARQUITECTURA-COLEGIO DE ARQUITECTOS";"POR PROYECTO DE DEMOLICION DE ARQUITECTURA-COLEGIO DE INGENIEROS";80.36%
"(V-1)1.50 X 1.80 m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"(V-15)0.50 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";80.36%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 17.99 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 39.69 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 39.69 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 45.20 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 17.99 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 45.20 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 16.32 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 20.64 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 14.40 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 20.64 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 14.40 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 23.75 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 15.61 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 45.20 LB/H";80.33%
"VENTANA (V-4)1.50 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";"(V-15)0.50 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 15.61 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 23.75 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 23.75 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 39.69 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 25.12 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 39.69 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 17.99 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 23.75 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 16.32 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 23.75 LB/H";80.33%
"Adquisición de tacho rojo de 120 lt  con tapa y ruedas  HDPE";"Adquisición de tacho amarillo de 120 lt  con tapa y ruedas HDPE";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 16.32 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 45.20 LB/H";80.33%
"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 14.40 LB/H";"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 39.69 LB/H";80.33%
